"ano_da_compra","tipo_da_compra","número_da_uasg","número_ano_da_compra","número_do_item","grupo_do_item","objeto_da_compra","uf_da_uasg","regime_de_execução","critério_de_julgamento","data_hora_da_primeira_publicação","data_hora_realização_do_certame_fim_proposta","data_hora_de_homologação_da_compra","data_hora_de_homologação_do_item","tipo_do_item","nome_do_item","unidade_de_fornecimento_do_item","quantidade_do_item","orçamento_estimado_do_item","tipo_de_benefício_do_item","valor_adjudicado","melhor_lance","valor_final_negociado","quantidade_de_participantes_do_item","situação_da_compra","situação_do_item","identificação_do_fornecedor_vencedor_(adjudicado)","uasg","compra","ano","codcompra","valorhomologado","mododisputa","disputaaberto","codigoitemcatalogo","link","percentual_valor_final"
"2013","RDC","153033","4/2013","1","","Objeto: Contratação de pessoa jurídica especializada para executar os serviços de Construção do Bloco de Laboratórios das Engenharias no  Campus da UFERSA em Pau dos Ferros/RN.","RN","Empreitada por Preço Unitário","Menor Preço","2013-09-25 05:12:36","2013-10-22 09:03:56","2013-11-01 17:02:21","2013-11-01 17:02:21","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","2133756.56","Sem benefícios","1899000.0","1899000.0","","5","Homologada","Homologado","05806903000188 - POLY CONSTRUCOES & EMPREENDIMENTOS EIRELI(Pessoa Jurídica)","153033","00004","2013","15303399000042013","1899000.0","Fechado/Aberto","True","1937","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000042013","88.99796891544179"
"2013","RDC","153033","4/2013","1","","Objeto: Contratação de pessoa jurídica especializada para executar os serviços de Construção do Bloco de Laboratórios das Engenharias no  Campus da UFERSA em Pau dos Ferros/RN.","RN","Empreitada por Preço Unitário","Menor Preço","2013-09-25 05:12:36","2013-10-22 09:03:56","2013-11-01 17:02:21","2013-11-01 17:02:21","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","2133756.56","Sem benefícios","1899000.0","1899000.0","","5","Homologada","Homologado","05806903000188 - POLY CONSTRUCOES & EMPREENDIMENTOS EIRELI(Pessoa Jurídica)","153033","00004","2013","15303399000042013","1899000.0","Fechado/Aberto","True","1937","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000042013","88.99796891544179"
"2013","RDC","153033","9/2013","1","","Objeto: Contratação de pessoa jurídica especializada para executar os serviços de Construção do Bloco de Salas para Professores II no Campus da UFERSA em Pau dos Ferros/RN,","RN","Empreitada por Preço Unitário","Menor Preço","2013-10-17 05:14:04","2013-11-08 10:03:48","2013-11-22 18:42:08","2013-11-22 18:42:08","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","1997202.46","Sem benefícios","1841400.0","1841400.0","","6","Homologada","Homologado","08705550000118 - ANTARTIDA REFRIGERACAO, SERVICOS TECNICOS E CONSTRUCAO(Pessoa Jurídica)","153033","00009","2013","15303399000092013","1841400.0","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000092013","92.19896514647795"
"2013","RDC","153033","11/2013","1","","Objeto: Construção do aviário Experimental no setor de avicultura da UFERSA em Mossoró/RN","RN","Empreitada por Preço Unitário","Menor Preço","2013-10-18 05:18:19","2013-11-11 09:05:29","2013-11-22 15:01:58","2013-11-22 15:01:58","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","198170.0","Sem benefícios","220000.0","220000.0","","6","Homologada","Homologado","08705550000118 - ANTARTIDA REFRIGERACAO, SERVICOS TECNICOS E CONSTRUCAO(Pessoa Jurídica)","153033","00011","2013","15303399000112013","220000.0","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000112013","111.01579451985668"
"2013","RDC","153033","12/2013","1","","Objeto: Construção do bloco de laboratórios das engenharias no campus da UFERSA em Mossoró/RN.","RN","Empreitada por Preço Unitário","Menor Preço","2013-10-18 05:18:19","2013-11-11 10:05:34","2013-11-18 12:41:47","2013-11-18 12:41:47","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","10128594.26","Sem benefícios","9144000.0","9144000.0","","8","Homologada","Homologado","02259834000141 - PROEL - PROJETOS DE ENGENHARIA E EXECUCOES LTDA(Pessoa Jurídica)","153033","00012","2013","15303399000122013","9144000.0","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000122013","90.2790630691134"
"2013","RDC","153033","14/2013","1","","Objeto: Construção do Bloco de Salas de Apoio à PROGRAD, NEAD e Monitorias no campus da UFERSA em Mossoró/RN","RN","Empreitada por Preço Unitário","Menor Preço","2013-10-21 05:12:51","2013-11-12 10:34:26","2013-11-21 15:29:23","2013-11-21 15:29:23","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","2067854.78","Sem benefícios","1952000.0","1952000.0","","7","Homologada","Homologado","12745485000121 - TECNICENTER ENGENHARIA COMERCIO E SERVICOS LTDA - EPP(Pessoa Jurídica)","153033","00014","2013","15303399000142013","1952000.0","Fechado/Aberto","True","18376","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000142013","94.39734447890001"
"2013","RDC","153033","16/2013","1","","Objeto: Contratação de empresa especializada para executar os serviços de construção da ala para grandes animais do hospital veterinárioda UFERSA em Mossoró/RN.","RN","Empreitada por Preço Unitário","Menor Preço","2013-10-29 05:12:12","2013-11-20 09:33:24","2013-11-22 18:43:43","2013-11-22 18:43:43","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","1227076.88","Sem benefícios","1095000.0","1095000.0","","7","Homologada","Homologado","07557030000142 - TEMASI CONSTRUCOES SERVICOS E EMPREENDIMENTOS LTDA - EP(Pessoa Jurídica)","153033","00016","2013","15303399000162013","1095000.0","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000162013","89.23646251080862"
"2013","RDC","153033","18/2013","1","","Objeto: Construção da complementação da urbanização do campus da UFERSA em Mossoró/RN","RN","Empreitada por Preço Unitário","Menor Preço","2013-10-31 05:14:36","2013-11-22 10:04:01","2013-12-31 11:19:30","2013-12-31 11:19:30","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","unidade","1","3012443.49","Sem benefícios","2470000.0","2470000.0","","8","Homologada","Homologado","04693484000152 - A & C CONSTRUCOES LTDA - EPP(Pessoa Jurídica)","153033","00018","2013","15303399000182013","2470000.0","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000182013","81.9932393155033"
"2013","RDC","153033","20/2013","1","","Objeto: Contratação de pessoa jurídica especializada para executar os serviços de Instalação de Sistema de Distribuição de Água para Irrigação na Fazenda Experimental Rafael Fernandes/UFERSA,","RN","Empreitada por Preço Unitário","Menor Preço","2013-12-24 05:06:35","2014-01-16 10:00:40","2014-03-20 14:32:43","2014-03-20 14:32:43","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","UNIDADE","1","1030430.25","Sem benefícios","660786.96","660786.96","","3","Homologada","Homologado","02636262000172 - ISRATEC MOSSORO IRRIGACAO LTDA - EPP(Pessoa Jurídica)","153033","00020","2013","15303399000202013","660786.96","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15303399000202013","64.12728663584943"
"2013","RDC","153066","2/2013","1","","Objeto: Realização de  obras/serviços de engenharia para a reforma do restaurante universitário desta  UNIVERSIDADE FEDERAL POR MEIO DO REGIME DIFERENCIADO DE CONTRATAÇÕES PÚBLICAS ? RDC CONFORME LEI 12.462/2011.","PB","Empreitada por Preço Global","Menor Preço","2013-11-14 05:15:54","2013-12-06 12:07:23","2013-12-13 21:10:41","2013-12-13 21:10:41","Serviço","Manutenção / Reforma Predial","unidade","1","660656.51","Sem benefícios","618597.67","620000.0","618597.67","6","Homologada","Homologado","03446956000100 - SOCONSTROI CONSTRUCOES E COMERCIO LTDA - EPP(Pessoa Jurídica)","153066","00002","2013","15306699000022013","618597.67","Fechado/Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15306699000022013","93.63378104001427"
"2013","RDC","153066","320/2013","1","","Objeto: Realização  DE OBRAS/SERVIÇOS DE ENGENHARIA PARA A CONSTRUÇÃO DO MUSEU DA MEDICINA DESTA UNIVERSIDADE FEDERAL POR MEIO DO REGIME DIFERENCIADO DE CONTRATAÇÕES PÚBLICAS ? RDC CONFORME LEI 12.462/2011.","PB","Empreitada por Preço Unitário","Menor Preço","2013-11-14 05:15:54","2013-12-06 10:01:15","2013-12-13 21:11:59","2013-12-13 21:11:59","Serviço","Obras Civis Públicas ( Construção )","unidade","1","2313961.19","Sem benefícios","2120000.0","2120000.0","","8","Homologada","Homologado","10554443000188 - RN CONSTRUCOES LTDA - ME(Pessoa Jurídica)","153066","00320","2013","15306699003202013","2120000.0","Fechado/Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15306699003202013","91.61778551696452"
"2013","RDC","154044","8/2013","1","","Objeto: Serviços de reforma do núcleo de Sena Madureira no município de Sena Madureira-AC","AC","Empreitada por Preço Global","Menor Preço","2013-11-05 05:19:19","2013-11-28 11:59:32","2013-12-09 18:59:25","2013-12-09 18:59:25","Serviço","Serviço Engenharia","reforma","1","636377.38","Sem benefícios","620456.0","620456.0","","2","Homologada","Homologado","11641902000123 - REAL CONSTRUCOES LTDA - ME(Pessoa Jurídica)","154044","00008","2013","15404499000082013","620456.0","Fechado/Aberto","True","18376","https://compras.dados.gov.br/licitacoes/doc/rdc/15404499000082013","97.4981228905402"
"2013","RDC","154049","1/2013","1","","Objeto: Contratação de empresa especializada para a execução da obra denominada ?Centro de Convenções da Universidade Federal de São Carlos?, com fornecimento de material, equipamento e mão de obra.","SP","Empreitada por Preço Global","Menor Preço","2013-10-14 05:11:11","2013-11-05 09:12:52","2013-11-13 14:56:36","2013-11-13 14:56:36","Serviço","Obras Civis Públicas ( Construção )","SERVIÇO","1","16050211.58","Sem benefícios","15871803.07","15880600.0","15871803.07","2","Homologada","Homologado","06887310000156 - R.ROJIC - ENGENHARIA E CONSTRUCOES LTDA - ME(Pessoa Jurídica)","154049","00001","2013","15404999000012013","15871803.07","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15404999000012013","98.88843515170657"
"2013","RDC","154069","10/2013","1","","Objeto: Contratação de pessoa jurídica especializada para construção do Complexo de salas de aulas no Campus Dom Bosco da Universidade Federal de São João del-Rei, com execução mediante o regime de empreitada por preço global, de acordo com as exigências e","MG","Empreitada por Preço Global","Menor Preço","2013-11-12 05:16:25","2013-12-04 10:04:18","2013-12-09 15:22:31","2013-12-09 15:22:31","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","un","1","8277364.04","Sem benefícios","8248000.0","8248000.0","","3","Homologada","Homologado","07119424000119 - ALUMIACO CONSTRUTORA DEL REI LTDA - ME(Pessoa Jurídica)","154069","00010","2013","15406999000102013","8248000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15406999000102013","99.64524889979347"
"2013","RDC","154069","12/2013","1","","Objeto: Contratação de pessoa jurídica especializada para construção de Caixa de Escadas com elevador e Implantação dos Laboratórios de Química no Campus Alto Paraopeba da Universidade Federal de São João del Rei, com execução mediante o regime de empreita","MG","Empreitada por Preço Global","Menor Preço","2013-11-19 05:15:23","2013-12-10 10:04:10","2013-12-12 10:36:31","2013-12-12 10:36:31","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","un","1","781133.35","Sem benefícios","754000.0","780000.0","754000.0","3","Homologada","Homologado","07119424000119 - ALUMIACO CONSTRUTORA DEL REI LTDA - ME(Pessoa Jurídica)","154069","00012","2013","15406999000122013","754000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15406999000122013","96.52641255171093"
"2013","RDC","154419","5/2013","1","","Objeto: Contratação da execução de obra para construção de edificação destinada a Biblioteca no Campus Universitário de Porto Nacional, com material incluso.","TO","Empreitada por Preço Global","Menor Preço","2013-10-28 05:09:23","2013-11-19 10:06:26","2013-12-18 17:33:13","2013-12-18 17:33:13","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","4862571.12","Sem benefícios","4400000.0","4400000.0","","3","Homologada","Homologado","07361619000170 - NASA CONSTRUTORA LTDA - EPP(Pessoa Jurídica)","154419","00005","2013","15441999000052013","4400000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000052013","90.48710839215448"
"2013","RDC","154419","12/2013","1","","Objeto: Contratação de empresa especializada para execução de obra referente à construção de Bloco Padrão de Salas de Aula (3P S) ? no campus de Araguaina ? Unidade EMVZ, com material incluso, conforme especificações e quantitativos constantes no edital e","TO","Empreitada por Preço Global","Menor Preço","2013-11-06 05:14:24","2013-11-29 09:28:09","2013-12-30 18:24:54","2013-12-30 18:24:54","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","4804605.69","Sem benefícios","4620000.0","4800000.0","4620000.0","3","Homologada","Homologado","38146510000144 - COCENO CONSTRUTORA CENTRO NORTE LTDA(Pessoa Jurídica)","154419","00012","2013","15441999000122013","4620000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000122013","96.15773485045345"
"2013","RDC","154419","13/2013","1","","Objeto: Contratação de empresa especializada para execução de obra referente à construção do Complexo Laboratório de Araguaína - 2ª etapa, com material incluso, conforme especificações e quantitativos constantes no edital e demais anexos.","TO","Empreitada por Preço Global","Menor Preço","2013-11-06 05:14:24","2013-11-29 16:15:51","2013-12-10 18:32:44","2013-12-10 18:32:44","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","1100020.55","Sem benefícios","1000000.0","1000000.0","","2","Homologada","Homologado","14630622000108 - VERTICE CONSTRUTORA EIRELI - EPP(Pessoa Jurídica)","154419","00013","2013","15441999000132013","1000000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000132013","90.9073925937111"
"2013","RDC","154419","14/2013","1","","Objeto: Contratação de empresa especializada para execução de obra referente à construção de Bloco Padrão de Salas de Aula (3 P s) ? no campus de Gurupi, com material incluso.","TO","Empreitada por Preço Global","Menor Preço","2013-11-08 05:13:01","2013-12-03 10:03:07","2013-12-30 18:47:50","2013-12-30 18:47:50","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","7189654.06","Sem benefícios","6690000.0","6690000.0","","4","Homologada","Homologado","07454750000182 - RODES ENGENHARIA E TRANSPORTES LTDA.(Pessoa Jurídica)","154419","00014","2013","15441999000142013","6690000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000142013","93.05037410937683"
"2013","RDC","154419","17/2013","1","","Objeto: Contratação de empresa especializada para execução do plano integrado de fortalecimento da infra-estrutura urbanística 1ª etapa no campus universitário de Araguaina - EMVZ, com material incluso.","TO","Empreitada por Preço Global","Menor Preço","2013-11-13 05:19:44","2013-12-06 09:28:46","2013-12-13 16:59:15","2013-12-13 16:59:15","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","2034592.33","Sem benefícios","1849999.99","1849999.99","","5","Homologada","Homologado","07251488000179 - OPERA ARQUITETURA E PAISAGISMO LTDA. - EPP(Pessoa Jurídica)","154419","00017","2013","15441999000172013","1849999.99","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000172013","90.92730581560778"
"2013","RDC","154419","20/2013","1","","Objeto: Contratação de empresa especializada para execução do plano integrado de fortalecimento da infra-estrutura urbanística 1ª etapa no campus universitário de Arraias.","TO","Empreitada por Preço Global","Menor Preço","2013-11-27 05:20:09","2013-12-18 15:53:37","2014-04-29 15:36:57","2014-04-29 15:36:57","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","1344276.68","Sem benefícios","1215000.0","1215000.0","","5","Homologada","Homologado","37243144000189 - CONSTRUTORA PORTOBELLO LTDA - EPP(Pessoa Jurídica)","154419","00020","2013","15441999000202013","1215000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000202013","90.38317915326776"
"2013","RDC","154419","21/2013","1","","Objeto: Contratação de empresa especializada para execução do plano integrado de fortalecimento da infra-estrutura urbanística 1ª etapa no campus universitário de Miracema.","TO","Empreitada por Preço Global","Menor Preço","2013-11-27 05:20:09","2013-12-19 09:57:26","2013-12-30 18:30:07","2013-12-30 18:30:07","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","765615.74","Sem benefícios","595000.0","595000.0","","6","Homologada","Homologado","37243144000189 - CONSTRUTORA PORTOBELLO LTDA - EPP(Pessoa Jurídica)","154419","00021","2013","15441999000212013","595000.0","Aberto","True","1619","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000212013","77.71522565614966"
"2013","RDC","154419","23/2013","1","","Objeto: Contratação de empresa especializada para execução do plano integrado de fortalecimento da infra-estrutura urbanística 1ª etapa no campus universitário de Porto Nacional.","TO","Empreitada por Preço Global","Menor Preço","2013-11-29 05:16:57","2013-12-20 10:01:13","2013-12-30 18:48:02","2013-12-30 18:48:02","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","1753101.1","Sem benefícios","1369900.0","1369900.0","","7","Homologada","Homologado","37243144000189 - CONSTRUTORA PORTOBELLO LTDA - EPP(Pessoa Jurídica)","154419","00023","2013","15441999000232013","1369900.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000232013","78.14152874583216"
"2013","RDC","154419","24/2013","1","","Objeto: Contratação de empresa especializada para execução do plano integrado de fortalecimento da infra-estrutura urbanística 1ª etapa no campus universitário de Palmas.","TO","Empreitada por Preço Global","Menor Preço","2013-11-29 05:16:57","2013-12-20 16:00:24","2014-04-11 09:29:35","2014-04-11 09:29:35","Serviço","OBRAS CIVIS DE EDIFICAÇÕES PREDIAIS","serviço","1","4363528.23","Sem benefícios","3911000.0","3911000.0","3911000.0","7","Homologada","Homologado","37243144000189 - CONSTRUTORA PORTOBELLO LTDA - EPP(Pessoa Jurídica)","154419","00024","2013","15441999000242013","3911000.0","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15441999000242013","89.62930440351475"
"2013","RDC","154503","4/2013","1","","Objeto: Contratação de empresa especializada de construção civil para a execução de reforma e adequação do Câmpus Santo André da Fundação Universidade Federal do ABC - UFABC, com fundamento legal no parágrafo 3º, do artigo 1º, da Lei nº 12.462, de 05 de ag","SP","Empreitada por Preço Unitário","Menor Preço","2013-10-01 05:13:01","2013-10-22 10:04:03","2013-11-06 08:57:49","2013-11-06 08:57:49","Serviço","Manutenção / Reforma Predial","serviço","1","4491299.68","Sem benefícios","3898026.36","3898026.36","","3","Homologada","Homologado","71621536000172 - CONSTRUMAG PROJETOS E CONSTRUCOES LTDA(Pessoa Jurídica)","154503","00004","2013","15450399000042013","3898026.36","Aberto","True","5622","https://compras.dados.gov.br/licitacoes/doc/rdc/15450399000042013","86.79060934985306"
